location,size,total_sqft,bath,price
Behala,2 BHK,1022,2.0,45.9
Narendrapur,2 BHK,1275,2.0,65.0
Narendrapur,2 BHK,900,2.0,70.0
Narendrapur,2 BHK,1224,2.0,39.2
Narendrapur,2 BHK,1135,2.0,43.0
Narendrapur,2 BHK,1050,2.0,52.1
Narendrapur,3 BHK,1535,3.0,86.0
New Town,2 BHK,1392,2.0,130.0
Entally,2 BHK,1050,2.0,72.0
Tiljala,3 BHK,1513,3.0,103.0
Tangra,3 BHK,1621,3.0,72.0
Bhawanipur,2 BHK,892,2.0,39.0
Ganguly Bagan,2 BHK,1205,2.0,40.0
Baghajatin,3 BHK,1355,3.0,83.87
Maheshtala,5 Bedroom,1250,5.0,300.0
Behala,7 Bedroom,1650,9.0,345.0
Garia,4 BHK,1200,6.0,70.0
Howrah,2 BHK,1400,2.0,168.0
Behala,2 BHK,726,2.0,35.0
New Alipore,3 Bedroom,1500,3.0,149.0
New Town,4 BHK,3895,4.0,405.0
New Alipore,2 BHK,1079,2.0,41.0
Southern Avenue,2 BHK,1170,2.0,46.0
Kaikhali,2 BHK,1104,2.0,39.0
New Town,2 BHK,950,2.0,45.0
New Alipore,4 Bedroom,4818,4.0,390.0
Rajarhat,3 BHK,1650,2.0,52.0
Tangra,3 BHK,1559,3.0,127.0
Action Area I,2 BHK,1100,2.0,38.0
Bhawanipur,3 BHK,1750,3.0,150.0
Dakshineswar,2 BHK,1215,2.0,45.5
Narendrapur,3 BHK,1868,3.0,135.0
Behala,2 BHK,1130,2.0,32.63
Behala,3 BHK,1570,3.0,64.5
Behala,3 BHK,1691,3.0,98.0
Behala,5 Bedroom,4355,3.0,350.0
Behala,2 BHK,1225,2.0,55.0
Behala,3 BHK,1690,3.0,112.0
Alipore,2 BHK,1418,2.0,103.0
Keshtopur,4 BHK,1896,3.0,125.0
Tagore Park,1 BHK,605,1.0,40.0
Madhyamgram,5 Bedroom,800,5.0,95.0
New Town,2 BHK,900,2.0,32.5
Baguihati,1 Bedroom,750,2.0,50.0
Swiss Park,3 Bedroom,780,3.0,62.0
Narendrapur,2 BHK,908,2.0,26.0
Narendrapur,4 Bedroom,3369 - 3464,6.0,143.0
Narendrapur,4 BHK,3216,4.0,226.0
Rajarhat,5 Bedroom,2400,4.0,225.0
Hussainpur,2 BHK,1400,2.0,68.0
Rabindra Sarovar,2 BHK,1092,2.0,44.0
Madhyamgram,2 BHK,1255,2.0,74.0
Prince Anwar Shah Connector,3 BHK,1500,2.0,100.0
Garia,2 BHK,1296,2.0,72.0
Salt Lake City,2 BHK,925,2.0,38.0
Nager Bazar,2 BHK,1023,2.0,42.0
Keshtopur,2 BHK,600,3.0,75.0
New Town,2 BHK,1020,2.0,44.5
New Town,3 BHK,1530,3.0,77.0
Mukundapur,3 BHK,1650,3.0,71.0
Hussainpur,3 BHK,1605,2.0,85.0
Paschim Putiary,2 BHK,1925,2.0,50.0
Belghoria,2 BHK,1190,2.0,50.66
Tangra,3 BHK,1374,3.0,68.0
Gariahat,2 BHK,1140,2.0,65.0
Sector II Salt Lake,3 BHK,1725,3.0,130.0
Garia,3 BHK,1075,2.0,50.0
New Town,3 BHK,1574,3.0,93.34
Rajarhat,1 BHK,965,1.0,32.0
Mukundapur,3 BHK,1550,3.0,83.0
New Town,2 BHK,1205,2.0,60.0
New Town,3 BHK,1082,2.0,55.0
New Town,3 BHK,1215,2.0,52.85
New Town,4 BHK,2483,5.0,230.0
Gariahat,2 Bedroom,1200,3.0,46.14
Tangra,1 BHK,1500,1.0,19.5
Topsia,4 Bedroom,2360,4.0,600.0
Tangra,4 BHK,3198,4.0,250.0
Tangra,3 BHK,1452,3.0,60.98
Tangra,3 BHK,1329,2.0,41.0
Tangra,2 BHK,1125,2.0,44.0
Tangra,2 Bedroom,1200,2.0,70.0
Tangra,3 BHK,1350,3.0,39.97
Topsia,3 BHK,1125 - 1500,3.0,51.19
Tangra,3 BHK,2600,3.0,195.0
Tangra,2 Bedroom,1200,2.0,160.0
Tangra,3 BHK,1220,3.0,35.23
Tangra,2 BHK,1255,2.0,80.0
Tangra,3 BHK,1904,3.0,155.0
Topsia,2 BHK,1329,2.0,70.0
Topsia,2 Bedroom,1200,2.0,60.0
Maheshtala,3 BHK,2135,3.0,160.0
Tangra,3 BHK,2770,4.0,315.0
Maheshtala,1 BHK,813,1.0,39.0
New Town,4 Bedroom,3884,4.0,240.0
Dum Dum,3 Bedroom,3876,3.0,300.0
Tangra,2 BHK,800,2.0,30.0
Action Area I Newtown,4 Bedroom,4750,2.0,120.0
Kankurgachi,3 BHK,1500,3.0,70.0
New Town,3 BHK,1880,3.0,95.0
Sonarpur,3 BHK,1440,2.0,55.0
Baranagar,3 BHK,1575,3.0,90.0
Behala,3 BHK,1630,2.0,97.78
Behala,3 BHK,1180,3.0,55.0
Behala,2 BHK,1090,2.0,36.0
Haltu,2 BHK,1020,2.0,48.45
Haltu,4 BHK,2425,4.0,173.0
Hussainpur,2 BHK,1097,2.0,33.82
Rajarhat,2 BHK,1070,2.0,50.0
Kamalgachhi More,2 BHK,1000,2.0,58.0
Action Area I Newtown,8 Bedroom,1120,8.0,150.0
Ballygunge,2 BHK,1150,2.0,56.0
Tollygunge,3 BHK,1900,4.0,145.0
Mukundapur,2 BHK,1141,2.0,49.0
New Town,2 BHK,937,2.0,44.0
Khasmallik,2 BHK,1075,2.0,60.0
Sonarpur,2 BHK,1000,2.0,65.3
New Town,3 BHK,1450,3.0,77.41
Pratapaditya Road,5 Bedroom,897,2.0,85.0
Swiss Park,2 BHK,936,2.0,43.0
Madurdaha,2 BHK,1280,2.0,75.0
Tollygunge,2 BHK,1050,2.0,45.0
Keshtopur,2 BHK,1350,2.0,86.0
Santoshpur,2 BHK,1325,2.0,70.0
Sapuipara,2 BHK,1174,2.0,59.0
Baguihati,3 BHK,1890,3.0,162.0
Rajarhat,1 BHK,735,1.0,75.0
Rajarhat,1 BHK,500,1.0,24.0
E M Bypass,3 BHK,1304,3.0,80.0
E M Bypass,3 BHK,1653,3.0,120.0
Parnashree,3 BHK,1075,2.0,52.0
Santoshpur,2 BHK,1212,3.0,42.0
Tollygunge,2 BHK,1100,2.0,50.0
Action Area I Newtown,4 BHK,3436,6.0,500.0
Action Area I Newtown,3 Bedroom,1200,4.0,145.0
E M Bypass,2 BHK,1140,2.0,50.0
Behala Thana,2 Bedroom,1200,2.0,100.0
Khasmallik,3 BHK,1532,3.0,83.0
Khasmallik,3 Bedroom,2776,4.0,195.0
Tangra,3 BHK,1531,2.0,75.0
Madurdaha,3 BHK,1270,2.0,50.79
Roy Bahadur Road,2 BHK,1325,2.0,53.0
Kalitala Road,3 Bedroom,1200,3.0,160.0
New Town,3 BHK,1156,2.0,44.0
Dum Dum,4 Bedroom,2000,4.0,320.0
Tollygunge,2 BHK,1260,2.0,70.0
Chinar Park,2 BHK,1934,2.0,90.0
Nager Bazar,2 BHK,1060,2.0,40.0
Baruipur,3 BHK,1476,3.0,95.0
New Alipore,2 BHK,1185,2.0,85.0
E M Bypass,3 BHK,1265,2.0,82.0
New Town,4 BHK,3200,5.0,150.0
Rajarhat,2 BHK,1196,2.0,56.81
Dum Dum,2 BHK,1280,2.0,69.0
New Town,4 Bedroom,800,4.0,86.0
Garia,2 BHK,1175,2.0,45.0
Santoshpur,3 BHK,1850,3.0,98.0
Rajarhat,4 Bedroom,2400,4.0,525.0
Rajarhat,2 BHK,1195,2.0,70.0
New Town,3 BHK,2000,3.0,185.0
Rajarhat,7 BHK,600,4.0,100.0
Naktala,4 Bedroom,800,5.0,155.0
New Town,2 BHK,1180,2.0,36.5
Baguihati,2 BHK,1050,2.0,49.87
Tangra,3 BHK,1400,2.0,40.44
Howrah,4 Bedroom,2360,4.0,150.0
Madurdaha,2 BHK,1030,2.0,77.25
Mukundapur,2 BHK,1512,1.0,65.01
New Town Action Area I,2 BHK,929,2.0,48.0
Tollygunge,3 BHK,1252,3.0,61.0
Rajarhat,3 BHK,1485,3.0,115.0
Rajarhat,3 BHK,1124,2.0,55.0
Jodhpur Park,6 Bedroom,2400,6.0,370.0
Rajarhat Chowmatha,3 BHK,1407,3.0,120.0
New Town,3 BHK,1482,2.0,97.0
Selimpur Road,2 BHK,1163,2.0,98.86
E M Bypass,3 BHK,1570,3.0,140.0
Khasmallik,3 BHK,3480,4.0,284.0
Action Area I Newtown,1 BHK,520,1.0,14.04
Rajarhat Chowmatha,3 BHK,2000,3.0,160.0
Rajarhat Chowmatha,2 BHK,1352,2.0,75.0
Action Area I Newtown,2 BHK,1152,2.0,65.0
Tangra,3 BHK,1575,3.0,93.0
Tangra,3 BHK,1965,4.0,125.0
Beniapukur,3 BHK,1300,2.0,70.0
Howrah,4 Bedroom,1,4.0,120.0
Madurdaha,2 BHK,957,2.0,47.0
Dum Dum,3 BHK,1740,3.0,60.0
Alipore,5 Bedroom,1080,6.0,65.0
Behala Thana,2 BHK,1060,2.0,35.0
New Town,2 BHK,975,2.0,50.0
Tangra,2 BHK,1150,2.0,51.0
Madurdaha,3 BHK,1738,2.0,79.0
Tollygunge,3 BHK,1250,3.0,55.0
Baguihati,3 BHK,1788,3.0,90.0
Rash Behari Avenue,2 BHK,1151,2.0,59.0
Prince Anwar Shah Connector,3 BHK,1300,2.0,60.0
Howrah,2 BHK,1150,2.0,52.8
Madurdaha Hussainpur,2 BHK,1380,2.0,75.0
Brahmapur Road,3 BHK,1645,3.0,117.0
E M Bypass,2 BHK,1141,2.0,45.9
Ramlal Bazar,2 BHK,1175,2.0,82.5
Topsia Road,3 BHK,1355,2.0,61.0
Dhakuria Station Road,2 BHK,1150,2.0,70.0
Keshtopur,5 BHK,5800,5.0,80.0
Ultadanga,2 BHK,1000,2.0,45.0
Rajarhat,2 BHK,1007,2.0,65.0
New Town,4 BHK,3000,5.0,100.0
Prince Anwar Shah Connector,3 BHK,1436,3.0,70.0
Southern Avenue,4 BHK,4000,4.0,220.0
New Alipore,3 BHK,2372,3.0,140.0
New Town,6 Bedroom,1500,6.0,240.0
Narendrapur,3 BHK,167Sq. Meter,3.0,10.0
Behala,2 Bedroom,1200,2.0,150.0
E M Bypass,2 BHK,1016,2.0,58.0
Action Area I,2 BHK,1100,2.0,48.0
Babu Bagan,2 BHK,1080,2.0,45.0
Howrah,2 BHK,1070,2.0,60.0
Kalipark Kolkata,3 BHK,1532,3.0,115.0
Howrah,2 BHK,1040,2.0,42.12
Dum Dum Cantonment Kolkata,3 Bedroom,3100,3.0,250.0
Baruipur,2 BHK,1076 - 1199,2.0,48.905
Barisha,3 BHK,1430,2.0,51.6
New Alipore,2 Bedroom,1160,1.0,163.0
Kasba,4 BHK,3262,5.0,205.0
Behala,7 Bedroom,2100,7.0,410.0
New Ballygunge,2 BHK,1190,2.0,100.0
New Town,3 BHK,1827,3.0,100.0
Bhawanipur,2 BHK,1210,2.0,75.0
Dum Dum Park,3 BHK,1500,3.0,95.0
Kankurgachi,2 BHK,1050,2.0,53.5
Sealdah,2 BHK,1251,2.0,88.73
C R Avenue,3 BHK,1600,2.0,115.0
Sealdah,2 BHK,1128,2.0,65.5
Karunamoyee,3 BHK,1820,3.0,93.0
Nager Bazar,3 BHK,2072,4.0,159.0
Prince Anwar Shah Connector,3 BHK,1510,2.0,59.0
Tangra,3 BHK,1925,2.0,114.0
Prince Anwar Shah Rd,3 Bedroom,2651,2.0,225.0
Phool Bagan,3 BHK,2072,4.0,147.0
Dum Dum Metro,2 BHK,1000,2.0,36.0
Howrah,3 Bedroom,1752,3.0,145.0
New Town,2 BHK,960,2.0,56.0
Keshtopur,2 BHK,1180,2.0,63.0
Keshtopur,3 BHK,2270,3.0,180.0
Kalighat,2 Bedroom,650,2.0,59.0
E M Bypass,2 BHK,1200,2.0,75.0
Southern Avenue,3 BHK,1180,2.0,46.0
New Town,3 BHK,1300,3.0,47.0
Kankurgachi,2 BHK,1157,2.0,40.0
Tangra,3 BHK,1300,3.0,69.0
Nayabad,3 BHK,1305,2.0,59.0
Madhyamgram,3 BHK,2006,4.0,196.0
E M Bypass,2 BHK,1290,2.0,80.0
Topsia,2 BHK,1170,2.0,45.0
Action Area I Newtown,4 Bedroom,971,2.0,135.0
Mukundapur,2 BHK,1400,2.0,78.0
Rajarhat Chowmatha,2 BHK,1200,2.0,75.0
Fartabad Road,3 BHK,1155,2.0,60.0
Prince Anwar Shah Connector,3 BHK,1725,3.0,85.0
Tagore Park,2 BHK,700,2.0,40.0
Netaji Nagar,4 Bedroom,7000,5.0,2050.0
Netaji Nagar,2 BHK,1112,2.0,88.0
E M Bypass,2 BHK,1178,2.0,78.0
Dharmatala Road,2 BHK,1274,2.0,81.0
Rajarhat,2 BHK,915,2.0,32.0
Tangra,8 Bedroom,1650,6.0,135.0
Lohar Bridge,1 BHK,760,1.0,21.28
Nazir Bagan,3 BHK,1540,3.0,68.0
Bansdroni Metro Station Road,2 BHK,1206,2.0,38.5
Kudghat Bridge,3 BHK,1645,3.0,95.0
Dhakuria Station Road,4 Bedroom,1200,4.0,170.0
New Town,4 Bedroom,1200,4.0,140.0
Tollygunge,4 BHK,2342,3.0,115.0
Selimpur Lane,3 BHK,1200,2.0,55.0
Baghajatin,2 BHK,1056,2.0,33.0
Bedia Danga Kasba,8 Bedroom,4800,8.0,225.0
New Ballygung Road,3 BHK,1450,3.0,54.3
kalikapur,2 BHK,1161,2.0,36.69
Madurdaha Hussainpur,2 BHK,1097,2.0,65.0
Sulekha,2 BHK,850,2.0,35.0
Naktala,3 BHK,1715,3.0,115.0
Naktala,3 BHK,2300,3.0,317.0
Prince Anwar Shah Connector,2 BHK,1200,2.0,59.0
Prince Anwar Shah Connector,2 BHK,1080,2.0,38.0
Chingrighata,2 BHK,1200,2.0,50.3
Sector IV Salt Lake,4 Bedroom,2400,4.0,550.0
Salt Lake City,3 BHK,1400,2.0,78.0
E M Bypass,4 Bedroom,1500,4.0,200.0
Khasmallik,1 BHK,381 - 535,1.0,19.695
Gitanjali Metro Station Road,2 BHK,1230,2.0,57.0
Madhyamgram,3 BHK,1640,3.0,88.0
Baguihati,3 BHK,1700,3.0,125.0
New Alipore,3 BHK,1478,2.0,44.0
New Alipore,4 BHK,6600,4.0,986.0
New Alipore,2 BHK,1020,2.0,40.79
New Alipore,2 Bedroom,1200,2.0,150.0
Prince Anwar Shah Connector,3 BHK,1275,2.0,95.0
Mankundu,4 Bedroom,1600,3.0,165.0
Mankundu,2 BHK,1110,2.0,38.85
Mankundu,3 BHK,1627.86,3.0,88.0
Mankundu,2 BHK,620,2.0,22.0
Mankundu,4 Bedroom,3004,4.0,285.0
Mankundu,2 BHK,1133,2.0,52.0
Mankundu,2 BHK,1182,2.0,82.5
Mankundu,3 BHK,1500,3.0,100.0
Mankundu,4 BHK,3900,5.0,360.0
Mankundu,2 BHK,1200,2.0,58.0
Mankundu,2 BHK,1128,2.0,48.79
Howrah,3 BHK,2215 - 2475,,293.0
Dum Dum,2 BHK,900,2.0,110.0
Jadavpur,2 BHK,1100,2.0,45.0
Madurdaha Hussainpur,2 BHK,635,1.0,22.0
NSC Bose Road Mahamaya Tala Garia,4 BHK,2062,3.0,140.0
Howrah,3 BHK,1874,4.0,130.0
Dhakuria,4 Bedroom,600,3.0,78.0
Prince Anwar Shah Connector,2 BHK,1171,2.0,75.0
Prince Anwar Shah Connector,3 BHK,2020,3.0,85.0
Kayastopara,2 BHK,1059,2.0,34.5
Behala,3 BHK,1315,2.0,59.1
Dumdum Italgacha,3 BHK,1760,3.0,110.0
Gitanjali Park,2 Bedroom,1200,2.0,125.0
New Ballygung Road,3 BHK,1192,2.0,62.0
Dum Dum Cantonment Kolkata,3 BHK,1645,3.0,121.0
Dhakuria Station Road,2 BHK,1250,2.0,72.0
Rajarhat,1 BHK,524 - 894,1.0,34.385
Rajarhat,2 BHK,1340,2.0,77.0
Rajarhat,3 BHK,2388,4.0,239.0
Rajarhat,2 BHK,1369.1,2.0,104.0
Mukundapur,2 BHK,1355,2.0,75.0
Mukundapur,2 BHK,1150,2.0,65.0
Baguiati,3 BHK,1938,3.0,113.0
Narendrapur,4 BHK,2462,4.0,124.0
Rajarhat,3 BHK,1636,3.0,85.0
Bhawanipur,3 BHK,1430,2.0,75.0
Kasba,3 BHK,2000,3.0,85.0
Dhakuria Station Road,3 BHK,993,2.0,50.0
Rajarhat,4 Bedroom,1260,4.0,150.0
Action Area IIB Newtown,3 BHK,1700,3.0,88.0
Madurdaha Hussainpur,2 BHK,1270,2.0,78.0
New Alipore,3 Bedroom,1500,3.0,121.0
Tollygunge,3 BHK,2300,3.0,290.0
Jodhpur Park,4 Bedroom,7500,4.0,900.0
Prafulla Kanan,3 BHK,1650,3.0,86.45
E M Bypass,2 BHK,1109,2.0,63.0
New Alipore,2 BHK,1280,2.0,49.75
Tagore Park,4 Bedroom,2885,3.0,185.0
Chingrighata,9 Bedroom,1200,9.0,145.0
Mukundapur,3 Bedroom,1600,3.0,180.0
Mukundapur,3 BHK,1462,3.0,71.0
Mukundapur,1 BHK,607,1.0,35.0
New Town,2 BHK,930,2.0,25.0
Sinthi,4 Bedroom,4500,5.0,300.0
Tangra,5 Bedroom,1200,5.0,160.0
Prince Anwar Shah Connector,3 BHK,2600,3.0,237.0
NSC Bose Road Mahamaya Tala Garia,4 BHK,3000,4.0,140.0
Ruby Hosp Main Road,3 BHK,1418,3.0,52.47
New Alipore,2 Bedroom,4200,1.0,160.0
Swiss Park,2 BHK,1125,2.0,65.0
Jodhpur Park,3 BHK,1825,3.0,126.0
Parnashree,2 BHK,1320,2.0,79.5
Tangra,4 Bedroom,3000,4.0,140.0
E M Bypass,3 BHK,1490,2.0,300.0
Naktala,4 Bedroom,1650,3.0,300.0
Naktala Road,2 BHK,750,2.0,52.7
Mahamayatala,3 BHK,1400,2.0,80.54
Naktala Road,4 BHK,4104,4.0,360.0
Kasba,4 BHK,5000,4.0,375.0
Ramlal Bazar,5 Bedroom,3295,4.0,260.0
Tangra,4 Bedroom,1150,3.0,110.0
Babu Bagan,3 Bedroom,1200,3.0,61.96
Bramhapur,2 BHK,965,2.0,48.0
Anandapur,1 Bedroom,812,1.0,26.0
E M Bypass,2 BHK,1100,2.0,43.0
Brahmapur Road,2 BHK,1180,2.0,41.0
E M Bypass,2 BHK,1145,2.0,48.0
Jodhpur Gardens,2 BHK,1027,2.0,44.0
kalikapur gitangali park,2 BHK,1215,2.0,49.85
Dhakuria Station Road,2 Bedroom,1200,2.0,75.0
Naktala Road,2 BHK,1015,2.0,58.0
E M Bypass,3 Bedroom,2400,3.0,165.0
Garia,4 Bedroom,3000,4.0,306.0
Chingrighata,3 Bedroom,3300,4.0,160.0
E M Bypass,2 BHK,1076,2.0,52.0
Narendrapur,2 BHK,1300,2.0,109.0
Narendrapur,2 BHK,1300,2.0,102.0
Narendrapur,3 BHK,1512,3.0,123.0
Narendrapur,3 BHK,1053.4,3.0,88.91
Narendrapur,1 BHK,540 - 670,1.0,41.745
Narendrapur,2 BHK,1153,2.0,65.0
Narendrapur,2 Bedroom,2080,2.0,150.0
Narendrapur,2 BHK,1255,2.0,69.0
New Town,4 BHK,315Sq. Yards,5.0,260.0
Bondal Gate,3 BHK,1583,3.0,109.0
Kankurgachi,2 BHK,1505,2.0,90.0
New Alipore,3 BHK,1365,2.0,75.08
Topsia,3 Bedroom,1200,3.0,95.75
Konnagar,3 BHK,1810,4.0,148.0
Konnagar,1 Bedroom,440,1.0,35.0
Tangra,2 BHK,975,2.0,63.0
Bramhapur,2 BHK,1250,2.0,39.0
E M Bypass,3 BHK,1530,2.0,97.0
Nayabad Main Road,3 BHK,1300,2.0,39.0
Prince Anwar Shah Connector,2 BHK,1115,2.0,40.0
Jodhpur Park,2 BHK,1308,2.0,83.0
Joka,2 BHK,1194,2.0,47.0
Madurdaha Hussainpur,3 BHK,1490,2.0,59.6
New Town,4 Bedroom,10000,4.0,450.0
Tangra,3 BHK,1592,3.0,91.0
Rajarhat,2 BHK,1222,2.0,112.0
Behala,2 BHK,1267,2.0,42.85
Topsia,1 BHK,656,1.0,53.0
Selimpur Lane,4 Bedroom,3400,4.0,530.0
Naktala Road,4 BHK,4500,5.0,400.0
Dum Dum Metro,2 Bedroom,1200,1.0,36.0
New Town,3 BHK,1698,3.0,102.0
Mukundapur,3 BHK,1500,3.0,70.0
Kasba Siemens,4 Bedroom,2000,5.0,80.0
Madhyamgram,2 BHK,1152,2.0,65.75
Tollygunge,1 BHK,550,1.0,21.0
Madurdaha,2 BHK,900,2.0,42.0
Rajarhat,3 BHK,1410,2.0,45.12
Beliaghata,3 BHK,1419,2.0,73.0
Rajarhat,2 BHK,1200,2.0,55.0
E M Bypass,3 BHK,1800,3.0,65.0
E M Bypass,2 BHK,990,2.0,40.0
Parnashree,2 BHK,1016,2.0,45.0
Parnashree,2 BHK,1100,2.0,39.0
Rajarhat,4 BHK,850,2.0,65.0
Howrah,2 BHK,1095,2.0,35.0
Howrah,3 BHK,2000,3.0,85.0
Behala,2 BHK,1444,2.0,70.0
Behala,2 BHK,1415,2.0,67.0
Behala,3 Bedroom,1500,2.0,130.0
Behala,3 BHK,1600,3.0,72.0
Howrah,2 BHK,1105,2.0,41.36
Madurdaha,3 BHK,1225,3.0,45.03
Rajarhat,3 BHK,2560,3.0,265.0
Alipore,2 BHK,1080,2.0,37.8
New Shakuntala Park,7 Bedroom,2400,3.0,150.0
Rajarhat,3 BHK,1856,3.0,135.0
Rajpur,3 BHK,1464,3.0,56.0
Rajarhat,6 Bedroom,2100,6.0,71.0
Behala,2 BHK,1150,2.0,77.0
Howrah,5 Bedroom,1200,4.0,98.0
Garia,3 BHK,1650 - 2538,,113.19
Bansdroni,3 BHK,1485,2.0,67.0
kalikapur gitangali park,3 BHK,2500,3.0,75.0
Tangra,2 Bedroom,1200,2.0,45.0
Madhyamgram,2 BHK,1036,2.0,59.46
Dum Dum,4 Bedroom,3445,5.0,270.0
Residential Independent House Jadavpur,2 BHK,1400,2.0,80.0
Babu Bagan,2 BHK,1110,2.0,33.0
kalikapur,2 BHK,1150,2.0,48.0
Naktala Road,1 BHK,715,1.0,45.0
Nayabad Main Road,4 Bedroom,1200,4.0,130.0
Madurdaha Near Ruby Hospital On EM Bypass,5 Bedroom,1200,3.0,260.0
Naktala Road,4 BHK,2283,4.0,130.0
Nandi Bagan,6 Bedroom,1790,5.0,250.0
New Town,3 BHK,1453,2.0,43.58
Uttarpara Kotrung,3 BHK,1400,2.0,85.0
Madhyamgram,3 BHK,1400,3.0,65.0
Prince Anwar Shah Connector,3 BHK,1700,3.0,140.0
Camac Street,3 BHK,1591,3.0,120.0
Jodhpur Park,3 BHK,1515,2.0,79.0
Madurdaha,5 Bedroom,2500,3.0,200.0
Swiss Park,2 BHK,975,2.0,24.86
Tangra,3 BHK,1382,2.0,76.18
Ramchandrapur,7 Bedroom,1750,5.0,350.0
New Town,3 BHK,1533,3.0,150.0
Howrah,3 BHK,3815,3.0,763.0
Tangra,2 BHK,1100,2.0,38.0
New Town,4 BHK,3730,6.0,450.0
New Town,3 BHK,1500,2.0,120.0
Behala,3 BHK,1391,2.0,64.5
Howrah,2 BHK,1160,2.0,42.92
Howrah,1 BHK,620,1.0,27.0
Kankurgachi,8 Bedroom,2400,9.0,350.0
Tangra,8 Bedroom,1200,7.0,130.0
Nayabad,4 Bedroom,4827,4.0,400.0
Rajarhat,3 BHK,1482,3.0,60.98
Rajarhat,2 BHK,1405,2.0,84.5
Rajarhat,2 BHK,1190,2.0,40.0
Rajarhat,2 BHK,1174,2.0,78.0
Rajarhat,2 Bedroom,1155,2.0,72.0
Rajarhat,3 BHK,1411,3.0,93.04
Rajarhat,2 BHK,745,2.0,50.0
Kasba,2 BHK,1000,2.0,30.0
Rajarhat,2 BHK,923,2.0,50.0
New Alipore,2 BHK,1000,2.0,32.0
Joka,2 BHK,1276,2.0,45.0
Keshtopur,3 BHK,1460,3.0,70.0
Rajarhat,2 BHK,1355,2.0,95.0
Sonarpur,1 BHK,833,1.0,49.0
Topsia,8 Bedroom,1200,8.0,275.0
B T Road,5 Bedroom,1750,5.0,450.0
Nazir Bagan,2 BHK,1200,2.0,48.0
Konnagar,1 BHK,669,1.0,36.85
Rajarhat,3 Bedroom,2200,4.0,105.0
New Town,3 BHK,1594,3.0,125.0
New Town,3 BHK,1790,3.0,105.0
Dum Dum Metro,2 BHK,1020,2.0,45.0
Kasba,4 Bedroom,3250,5.0,850.0
Kaikhali,2 BHK,1037,2.0,36.28
E M Bypass,3 BHK,1345,2.0,57.0
Dhakuria,2 BHK,1070,2.0,43.0
Eastend Park Kalikapur,4 BHK,3000,5.0,270.0
New Town,3 BHK,1385,2.0,76.18
Konnagar,2 BHK,1207,2.0,79.9
Rajarhat,2 BHK,1140,2.0,55.5
birati,2 BHK,1220,2.0,68.0
Konnagar,4 Bedroom,3811,3.0,475.0
NSC Bose Road Mahamaya Tala Garia,4 BHK,3596,5.0,252.0
New Town,3 BHK,1965,3.0,120.0
Uttarpara Kotrung,3 BHK,1760,2.0,115.0
Tangra,2 BHK,1225,2.0,70.0
Narendrapur,2 BHK,1075,2.0,52.43
Narendrapur,2 BHK,1000,2.0,68.0
Chatterjee Bagan,3 BHK,1891,3.0,109.0
Tangra,2 BHK,1322,2.0,86.0
Tangra,3 Bedroom,1095,3.0,215.0
Kamalgazi Flyover,4 Bedroom,3600,4.0,260.0
EM Bypass South East,2 BHK,1045,2.0,36.58
Garia,3 BHK,1545,3.0,85.0
Garia,3 BHK,1996,3.0,135.0
Sodepur B T Road,2 BHK,1125,2.0,70.0
Topsia,3 BHK,1560,3.0,115.0
E M Bypass,3 BHK,2000,2.0,85.0
E M Bypass,4 BHK,3100,4.0,310.0
Mukundapur,2 BHK,780,2.0,35.0
Mukundapur,2 Bedroom,1350,2.0,110.0
Mukundapur,3 BHK,2275,4.0,180.0
Mukundapur,2 BHK,1350,2.0,41.0
Mukundapur,3 BHK,1464,3.0,56.0
Mukundapur,3 BHK,1570,3.0,64.5
Mukundapur,1 BHK,708,1.0,28.32
Mukundapur,3 BHK,1680,3.0,160.0
Mukundapur,2 BHK,1400,2.0,82.0
Mukundapur,2 BHK,1310,2.0,72.0
Mukundapur,6 Bedroom,3300,6.0,165.0
Mukundapur,2 BHK,1175,2.0,57.0
Mukundapur,3 BHK,1428,2.0,80.0
Mukundapur,4 Bedroom,750,4.0,62.0
Mukundapur,4 BHK,3252,4.0,280.0
Mukundapur,2 BHK,1194,2.0,46.0
Mukundapur,8 Bedroom,750,8.0,200.0
Topsia,2 BHK,1080,2.0,35.0
Topsia,3 BHK,1200,2.0,68.0
Alipore,2 Bedroom,1200,2.0,45.0
Alipore,5 Bedroom,1200,4.0,120.0
Alipore,3 BHK,1320,2.0,38.13
Alipore,3 BHK,1842,3.0,115.0
Alipore,2 BHK,1146,2.0,55.0
Alipore,1 BHK,440,1.0,28.0
Chingrighata,2 BHK,1048,2.0,50.0
Keshtopur,3 BHK,1801,3.0,115.0
Belghoria,2 BHK,1232,2.0,69.61
Jorabagan,2 BHK,1150,2.0,90.0
Patuli,3 BHK,1868,3.0,120.0
Tangra,3 BHK,1445,2.0,47.1
Tangra,3 BHK,1466,2.0,140.0
Garia,3 BHK,1730,3.0,100.0
Howrah,3 BHK,3860,3.0,402.0
Rajarhat,2 BHK,1185,2.0,70.0
Rajarhat,3 BHK,3027,4.0,260.0
Picnic Garden,4 BHK,2400,4.0,147.0
Rajpur,2 BHK,1185,2.0,49.0
Madurdaha,2 BHK,1150,2.0,49.0
Sulekha,5 Bedroom,2000,4.0,180.0
Dhakuria,6 Bedroom,875,3.0,98.0
Prince Anwar Shah Connector,2 BHK,1075,2.0,35.0
Tangra,3 BHK,1760,3.0,123.0
